id;id_producto;peso;descripcion
0;3389;67;Sin descripcion
0;3196;10;Sin descripcion
1;3197;96;Fragil
0;1391;86;Sin descripcion
0;479;29;Sin descripcion
0;3526;80;Fragil
4;719;16;Sin descripcion
1;3181;100;Fragil
3;3360;103;Sin descripcion
0;3562;88;Sin descripcion
1;1609;36;Fragil
0;87;56;Fragil
1;2687;22;Fragil
0;3053;39;Fragil
0;635;65;Fragil
2;355;107;Fragil
2;2364;44;Fragil
0;3422;31;Fragil
1;2608;37;Fragil
0;2105;84;Sin descripcion
1;837;54;Fragil
0;3183;81;Fragil
4;1616;86;Sin descripcion
0;1137;90;Sin descripcion
2;1658;81;Sin descripcion
0;1735;11;Fragil
2;3613;46;Fragil
4;1186;40;Fragil
3;27;11;Sin descripcion
3;2117;10;Fragil
1;3440;46;Fragil
0;2238;87;Fragil
2;2876;34;Sin descripcion
0;978;99;Sin descripcion
2;433;36;Fragil
4;2528;51;Sin descripcion
0;2755;29;Fragil
2;766;54;Sin descripcion
4;3048;47;Sin descripcion
0;1063;59;Sin descripcion
2;1141;63;Fragil
0;1340;105;Fragil
0;3067;33;Sin descripcion
3;1423;39;Fragil
2;353;23;Sin descripcion
1;3593;81;Sin descripcion
1;1255;89;Sin descripcion
0;2014;40;Sin descripcion
0;3111;44;Fragil
2;3140;40;Sin descripcion
3;1834;84;Fragil
4;3275;54;Sin descripcion
1;1511;105;Fragil
1;839;68;Sin descripcion
4;1913;72;Sin descripcion
3;3111;22;Sin descripcion
2;3181;11;Fragil
2;3513;38;Sin descripcion
2;897;69;Fragil
0;3472;61;Sin descripcion
1;3088;23;Fragil
2;1417;17;Sin descripcion
3;3566;88;Sin descripcion
1;3500;42;Fragil
1;3652;14;Fragil
0;2035;88;Fragil
1;2173;47;Fragil
0;1380;56;Fragil
2;1169;18;Sin descripcion
1;3718;52;Sin descripcion
3;294;45;Fragil
2;1234;18;Fragil
1;2521;100;Sin descripcion
1;3010;66;Sin descripcion
2;1452;47;Sin descripcion
1;3003;41;Sin descripcion
2;3464;70;Sin descripcion
4;1138;79;Fragil
3;1881;52;Sin descripcion
2;2560;61;Fragil
1;3445;31;Fragil
0;3171;31;Fragil
2;7;72;Fragil
0;3094;24;Sin descripcion
0;2706;74;Fragil
1;2882;42;Sin descripcion
2;3072;81;Sin descripcion
3;1894;66;Fragil
1;1588;25;Sin descripcion
2;1693;28;Fragil
0;3681;50;Fragil
0;1193;87;Fragil
2;82;29;Fragil
3;3477;78;Fragil
1;2963;60;Sin descripcion
2;2977;14;Sin descripcion
2;1618;107;Fragil
2;722;34;Sin descripcion
2;3381;35;Sin descripcion
1;2553;35;Sin descripcion
3;3387;79;Fragil
2;3179;19;Fragil
3;3562;34;Sin descripcion
0;2914;86;Fragil
3;208;64;Fragil
2;2694;15;Fragil
1;3721;98;Sin descripcion
0;1387;77;Sin descripcion
0;3523;36;Fragil
2;1730;107;Fragil
2;2582;90;Sin descripcion
2;2578;27;Sin descripcion
4;3103;91;Fragil
1;815;19;Fragil
2;2219;27;Sin descripcion
4;1811;31;Fragil
1;2497;70;Fragil
0;422;15;Fragil
1;1099;58;Sin descripcion
1;3213;43;Fragil
2;655;28;Sin descripcion
3;413;41;Sin descripcion
0;3075;102;Fragil
0;3145;26;Sin descripcion
0;448;13;Sin descripcion
2;724;101;Sin descripcion
2;1855;31;Fragil
1;1050;106;Fragil
0;2802;109;Sin descripcion
4;2718;27;Sin descripcion
2;3428;25;Fragil
0;1788;21;Sin descripcion
0;2835;50;Sin descripcion
0;1871;74;Sin descripcion
1;3572;83;Sin descripcion
2;669;30;Sin descripcion
0;3279;97;Sin descripcion
0;351;57;Sin descripcion
3;1997;59;Sin descripcion
4;3251;60;Fragil
3;66;15;Fragil
2;2508;49;Fragil
2;3102;57;Fragil
0;3405;74;Sin descripcion
0;1627;70;Sin descripcion
1;2547;18;Sin descripcion
2;1684;31;Sin descripcion
4;1645;93;Fragil
0;394;71;Sin descripcion
0;3241;54;Fragil
1;2177;103;Sin descripcion
0;1659;77;Sin descripcion
1;1396;54;Fragil
3;2253;23;Fragil
0;636;28;Sin descripcion
2;1027;42;Sin descripcion
0;2466;90;Sin descripcion
0;2026;88;Sin descripcion
2;48;43;Sin descripcion
0;1030;73;Fragil
2;3645;19;Sin descripcion
0;3188;58;Sin descripcion
2;98;108;Sin descripcion
1;1764;87;Fragil
0;2266;83;Fragil
2;136;55;Sin descripcion
0;1252;48;Sin descripcion
0;2193;108;Sin descripcion
0;3162;38;Sin descripcion
2;1332;56;Fragil
0;1718;69;Fragil
4;1688;82;Sin descripcion
4;27;101;Sin descripcion
0;2334;102;Fragil
1;1911;56;Fragil
3;2259;58;Sin descripcion
3;2669;96;Fragil
2;2521;53;Fragil
2;416;61;Sin descripcion
4;3548;49;Fragil
2;3175;21;Fragil
0;2410;104;Sin descripcion
1;2675;50;Fragil
0;3575;14;Sin descripcion
1;3259;85;Sin descripcion
0;3314;11;Sin descripcion
0;2767;17;Fragil
2;2903;108;Fragil
0;2908;107;Fragil
2;2843;41;Sin descripcion
0;3415;105;Sin descripcion
1;3068;21;Fragil
1;566;102;Fragil
4;2510;47;Fragil
0;3449;62;Fragil
2;3105;81;Sin descripcion
2;834;98;Fragil
1;3079;18;Sin descripcion
1;1834;34;Fragil
3;3414;96;Fragil
2;2199;12;Fragil
2;3545;78;Fragil
1;448;53;Sin descripcion
0;694;91;Sin descripcion
2;366;100;Sin descripcion
0;2830;36;Sin descripcion
4;584;93;Fragil
1;390;35;Sin descripcion
1;3336;45;Fragil
1;1868;47;Sin descripcion
4;3274;58;Sin descripcion
0;706;19;Sin descripcion
1;3702;103;Sin descripcion
1;3214;66;Fragil
4;2566;95;Fragil
2;1237;37;Sin descripcion
0;3006;107;Sin descripcion
2;2391;45;Sin descripcion
0;1583;10;Sin descripcion
4;3224;60;Sin descripcion
0;2951;12;Sin descripcion
2;3319;45;Fragil
0;2730;80;Fragil
2;3682;58;Sin descripcion
4;1256;87;Sin descripcion
1;212;107;Fragil
0;3711;64;Sin descripcion
2;384;68;Sin descripcion
0;2901;52;Fragil
1;305;100;Fragil
1;3165;46;Fragil
1;1860;39;Fragil
2;23;53;Sin descripcion
1;1135;101;Fragil
1;570;12;Sin descripcion
1;2145;39;Fragil
0;2988;52;Fragil
0;2727;84;Fragil
0;1022;93;Sin descripcion
4;143;23;Fragil
4;3301;69;Fragil
0;3277;53;Sin descripcion
3;3305;68;Sin descripcion
1;3442;29;Fragil
0;3518;98;Fragil
1;35;29;Sin descripcion
3;2236;103;Fragil
3;2510;96;Sin descripcion
2;2650;99;Fragil
2;2813;26;Sin descripcion
3;885;53;Fragil
2;3285;44;Fragil
2;3327;88;Sin descripcion
0;2406;13;Fragil
1;3688;40;Fragil
0;3083;69;Sin descripcion
0;703;77;Sin descripcion
1;2903;89;Fragil
1;515;99;Fragil
3;745;71;Fragil
0;50;59;Fragil
3;1393;16;Fragil
2;1576;44;Fragil
0;3489;94;Fragil
2;1896;93;Sin descripcion
2;1913;105;Sin descripcion
1;62;54;Sin descripcion
0;1164;16;Sin descripcion
3;14;11;Fragil
0;508;65;Sin descripcion
0;3046;52;Sin descripcion
4;1051;61;Fragil
0;170;78;Fragil
0;1165;20;Sin descripcion
2;2486;98;Fragil
2;3263;70;Fragil
1;2823;49;Fragil
3;1220;25;Sin descripcion
1;2295;75;Fragil
1;1257;44;Sin descripcion
1;467;89;Fragil
2;2441;55;Sin descripcion
0;412;17;Fragil
3;546;77;Sin descripcion
2;1161;30;Sin descripcion
2;3334;72;Sin descripcion
0;95;58;Fragil
2;1566;58;Fragil
0;3004;107;Fragil
1;3037;25;Sin descripcion
3;1748;34;Sin descripcion
1;3602;86;Fragil
0;3022;49;Fragil
1;8;86;Fragil
3;1825;19;Sin descripcion
2;3213;29;Sin descripcion
1;753;98;Sin descripcion
1;3537;65;Fragil
2;47;91;Fragil
3;2179;45;Sin descripcion
2;943;35;Fragil
0;1962;99;Sin descripcion
0;2741;41;Fragil
1;1481;13;Sin descripcion
0;592;27;Fragil
0;1689;80;Fragil
3;506;61;Fragil
0;1204;60;Fragil
3;1042;45;Sin descripcion
0;3572;50;Fragil
2;143;24;Fragil
0;164;71;Fragil
1;3583;37;Fragil
2;2491;56;Sin descripcion
2;1405;101;Fragil
2;75;33;Sin descripcion
1;2281;87;Fragil
2;636;12;Sin descripcion
0;2294;10;Sin descripcion
1;2168;84;Fragil
2;33;52;Fragil
2;2333;82;Sin descripcion
0;1168;26;Sin descripcion
0;2225;29;Sin descripcion
0;1071;28;Fragil
3;102;77;Sin descripcion
2;1575;80;Fragil
3;3675;94;Sin descripcion
2;1675;63;Sin descripcion
3;1357;33;Sin descripcion
1;2493;13;Fragil
0;3248;67;Fragil
1;3484;30;Fragil
2;3373;12;Sin descripcion
4;685;63;Fragil
1;922;53;Sin descripcion
1;2551;39;Sin descripcion
1;3662;35;Fragil
3;3690;93;Sin descripcion
0;3692;84;Fragil
2;661;18;Fragil
2;2719;80;Fragil
3;1739;102;Fragil
0;3705;103;Fragil
3;3413;56;Sin descripcion
3;2714;41;Sin descripcion
0;1543;46;Sin descripcion
0;63;47;Sin descripcion
2;3070;69;Fragil
1;3094;72;Sin descripcion
2;3618;67;Sin descripcion
4;2020;68;Sin descripcion
1;1652;97;Fragil
3;3167;74;Sin descripcion
2;639;79;Sin descripcion
1;3213;43;Fragil
1;1996;49;Fragil
0;3163;95;Sin descripcion
3;3030;28;Fragil
2;741;12;Sin descripcion
3;3681;36;Sin descripcion
1;1547;53;Sin descripcion
3;80;60;Fragil
0;2969;37;Fragil
3;1017;13;Sin descripcion
0;3636;60;Sin descripcion
2;2155;38;Sin descripcion
0;167;36;Sin descripcion
2;2602;63;Fragil
3;369;85;Sin descripcion
2;3308;91;Sin descripcion
0;3113;59;Fragil
1;3330;31;Sin descripcion
0;1178;87;Fragil
2;3557;71;Sin descripcion
1;3618;87;Fragil
3;3602;96;Fragil
1;1006;47;Fragil
2;3048;54;Sin descripcion
2;2020;15;Fragil
1;71;72;Fragil
1;3320;50;Fragil
4;1257;23;Fragil
0;1373;15;Sin descripcion
0;2612;93;Fragil
2;949;18;Fragil
2;2501;101;Fragil
2;3672;46;Sin descripcion
0;2547;24;Sin descripcion
2;2553;73;Fragil
1;776;82;Fragil
0;3231;51;Fragil
1;3716;29;Sin descripcion
1;2575;44;Fragil
1;1027;65;Fragil
1;1822;101;Fragil
1;3;31;Sin descripcion
0;3535;13;Sin descripcion
0;3438;51;Fragil
1;3404;29;Fragil
4;1298;19;Fragil
2;665;39;Fragil
3;2634;106;Sin descripcion
0;1839;11;Fragil
0;1141;70;Sin descripcion
0;2940;73;Sin descripcion
2;2703;90;Fragil
2;2558;43;Fragil
3;1297;107;Fragil
1;2988;91;Sin descripcion
1;1223;33;Sin descripcion
0;3092;105;Fragil
1;3652;14;Fragil
2;2201;102;Sin descripcion
1;2910;16;Sin descripcion
1;2632;19;Sin descripcion
3;1186;93;Fragil
0;438;48;Sin descripcion
0;2941;64;Fragil
0;2837;57;Fragil
0;627;33;Fragil
0;932;107;Sin descripcion
2;3183;100;Sin descripcion
2;695;65;Sin descripcion
1;1870;63;Fragil
0;3163;95;Sin descripcion
1;2992;74;Fragil
0;741;79;Sin descripcion
0;1802;94;Sin descripcion
0;519;102;Sin descripcion
1;3244;75;Sin descripcion
0;489;75;Fragil
0;2652;106;Fragil
0;3387;109;Fragil
2;566;67;Sin descripcion
0;557;76;Sin descripcion
3;646;55;Sin descripcion
2;312;54;Fragil
0;115;60;Fragil
0;2650;34;Sin descripcion
0;3392;15;Sin descripcion
0;3333;59;Sin descripcion
3;2789;47;Sin descripcion
1;169;108;Fragil
4;2010;66;Fragil
2;2334;21;Fragil
3;2491;33;Sin descripcion
0;2611;23;Sin descripcion
1;3007;66;Fragil
0;1363;19;Fragil
1;2123;15;Fragil
0;1966;18;Fragil
3;2895;65;Fragil
1;3055;77;Sin descripcion
2;2563;21;Fragil
3;1833;44;Fragil
2;84;48;Sin descripcion
2;1042;12;Sin descripcion
3;3402;71;Sin descripcion
1;945;65;Fragil
0;696;71;Sin descripcion
1;3281;16;Sin descripcion
0;3179;101;Sin descripcion
1;3639;109;Fragil
1;1592;89;Sin descripcion
2;2077;14;Sin descripcion
2;390;30;Fragil
0;2056;34;Fragil
1;264;12;Fragil
0;3006;107;Sin descripcion
0;2587;90;Fragil
2;40;89;Sin descripcion
0;2367;89;Sin descripcion
1;2280;12;Fragil
3;1366;55;Sin descripcion
4;3477;107;Fragil
1;106;74;Fragil
3;674;40;Fragil
4;1382;82;Sin descripcion
3;773;54;Fragil
0;343;99;Fragil
1;1339;52;Fragil
0;900;42;Fragil
2;3375;106;Sin descripcion
2;1680;90;Fragil
0;854;19;Sin descripcion
3;1376;14;Sin descripcion
1;2911;90;Fragil
1;2322;59;Fragil
0;3624;54;Sin descripcion
1;734;43;Sin descripcion
1;698;79;Sin descripcion
1;3455;23;Fragil
2;934;28;Fragil
2;3293;78;Fragil
0;1379;108;Sin descripcion
2;2924;87;Fragil
0;98;56;Sin descripcion
3;125;68;Sin descripcion
2;2083;36;Sin descripcion
3;3217;45;Sin descripcion
3;1236;36;Sin descripcion
3;2305;35;Sin descripcion
4;3029;31;Fragil
2;3249;87;Sin descripcion
1;3722;75;Sin descripcion
1;602;22;Sin descripcion
1;367;43;Sin descripcion
0;2651;64;Fragil
3;2574;47;Fragil
1;1175;103;Fragil
2;1326;65;Fragil
2;1260;33;Fragil
2;1518;103;Sin descripcion
3;2720;10;Sin descripcion
0;3335;108;Sin descripcion
1;2883;93;Sin descripcion
2;2200;70;Sin descripcion
3;2718;78;Sin descripcion
3;2404;13;Fragil
0;3485;92;Fragil
1;1483;13;Sin descripcion
1;760;33;Fragil
4;3346;63;Fragil
2;3097;57;Sin descripcion
0;2261;21;Sin descripcion
0;2714;44;Sin descripcion
1;3350;93;Sin descripcion
0;997;89;Sin descripcion
0;165;68;Fragil
3;540;23;Sin descripcion
2;3308;91;Sin descripcion
0;1855;32;Sin descripcion
1;3266;40;Fragil
0;393;31;Fragil
2;1177;11;Fragil
0;2146;11;Sin descripcion
2;3051;66;Fragil
4;645;49;Sin descripcion
2;1837;87;Sin descripcion
1;3183;101;Sin descripcion
0;2754;69;Sin descripcion
0;2962;42;Sin descripcion
0;962;31;Fragil
2;2640;31;Sin descripcion
1;3273;46;Sin descripcion
0;14;77;Sin descripcion
2;2785;76;Sin descripcion
0;3262;75;Sin descripcion
4;671;103;Sin descripcion
0;1426;38;Fragil
0;452;73;Sin descripcion
0;1449;64;Fragil
0;3157;97;Fragil
4;3651;43;Sin descripcion
2;548;68;Fragil
0;3065;68;Sin descripcion
4;1739;61;Sin descripcion
2;2450;89;Sin descripcion
2;471;87;Sin descripcion
1;288;36;Sin descripcion
1;2958;47;Sin descripcion
2;915;63;Fragil
1;1382;59;Sin descripcion
2;1279;36;Sin descripcion
0;3144;37;Fragil
0;1645;84;Sin descripcion
1;2841;26;Fragil
1;3050;103;Fragil
4;1936;23;Sin descripcion
0;2456;82;Fragil
1;3011;67;Sin descripcion
0;3254;42;Fragil
1;1505;93;Sin descripcion
1;1739;96;Sin descripcion
1;1977;14;Fragil
0;3142;86;Sin descripcion
4;1597;12;Sin descripcion
0;3146;31;Fragil
1;2440;101;Fragil
0;2115;13;Sin descripcion
0;3532;68;Fragil
3;803;51;Fragil
1;2803;106;Sin descripcion
2;2847;88;Fragil
3;1962;75;Sin descripcion
2;3646;39;Fragil
1;2563;100;Sin descripcion
0;2542;106;Sin descripcion
3;56;77;Sin descripcion
0;3609;58;Sin descripcion
1;2640;93;Sin descripcion
3;1887;15;Fragil
3;3202;32;Fragil
0;810;107;Sin descripcion
0;2856;27;Sin descripcion
3;3467;41;Fragil
1;29;84;Fragil
1;3222;73;Fragil
0;1397;33;Fragil
2;2344;93;Sin descripcion
2;1578;46;Sin descripcion
2;1921;21;Fragil
1;544;69;Fragil
2;2274;46;Fragil
4;14;45;Fragil
1;75;41;Fragil
0;3283;99;Fragil
1;3591;18;Sin descripcion
0;2552;103;Fragil
1;2377;23;Sin descripcion
2;2140;78;Sin descripcion
1;371;84;Sin descripcion
1;3528;82;Fragil
2;70;19;Sin descripcion
1;2241;98;Sin descripcion
1;3318;100;Fragil
2;3055;87;Fragil
4;3224;60;Sin descripcion
3;3128;76;Fragil
0;1148;39;Fragil
0;2563;102;Fragil
1;153;19;Sin descripcion
1;3413;109;Fragil
0;1468;41;Sin descripcion
1;3164;48;Fragil
2;3646;39;Fragil
0;3029;60;Sin descripcion
0;1446;67;Fragil
0;3477;17;Sin descripcion
0;2790;35;Sin descripcion
1;1416;28;Fragil
1;2769;106;Sin descripcion
2;124;49;Fragil
1;1013;44;Fragil
2;1485;37;Sin descripcion
1;1922;44;Sin descripcion
2;207;76;Sin descripcion
2;2302;58;Fragil
1;3241;26;Fragil
0;2472;48;Sin descripcion
4;1997;35;Fragil
0;3702;59;Sin descripcion
4;3557;84;Sin descripcion
1;583;57;Sin descripcion
2;1839;42;Sin descripcion
0;2481;63;Fragil
0;3281;35;Sin descripcion
0;373;92;Fragil
3;3040;58;Fragil
0;1678;74;Sin descripcion
0;278;20;Sin descripcion
0;1106;34;Sin descripcion
2;2217;13;Sin descripcion
0;1393;27;Sin descripcion
2;3208;34;Sin descripcion
2;1422;10;Fragil
1;3478;90;Sin descripcion
1;518;94;Fragil
2;3679;58;Sin descripcion
3;3115;38;Sin descripcion
0;1322;53;Fragil
1;1769;49;Fragil
0;950;73;Sin descripcion
1;397;64;Fragil
0;262;42;Sin descripcion
1;96;29;Sin descripcion
0;1937;19;Sin descripcion
1;317;41;Sin descripcion
1;3666;15;Fragil
0;275;51;Fragil
2;2748;86;Fragil
4;1919;87;Sin descripcion
4;1041;71;Sin descripcion
4;1623;36;Fragil
2;2975;11;Sin descripcion
2;1295;64;Fragil
1;2292;10;Fragil
1;3454;78;Fragil
3;3391;14;Fragil
1;53;21;Sin descripcion
0;1603;84;Sin descripcion
2;2502;11;Fragil
0;3143;90;Sin descripcion
0;1815;74;Sin descripcion
3;1628;98;Fragil
0;672;97;Fragil
0;126;81;Fragil
1;2714;46;Sin descripcion
0;210;55;Fragil
0;1336;65;Fragil
2;288;18;Sin descripcion
1;490;33;Sin descripcion
3;3546;47;Sin descripcion
2;2712;49;Sin descripcion
0;2530;38;Fragil
2;1584;18;Sin descripcion
0;836;87;Sin descripcion
3;1842;60;Sin descripcion
0;1667;11;Fragil
0;377;60;Fragil
0;2948;53;Sin descripcion
2;121;97;Fragil
2;71;16;Sin descripcion
2;3146;12;Fragil
0;2956;60;Sin descripcion
3;2323;51;Sin descripcion
0;3381;21;Sin descripcion
2;36;34;Fragil
0;1170;17;Fragil
1;3252;81;Sin descripcion
3;3396;32;Fragil
0;1775;68;Fragil
1;3660;22;Fragil
2;3168;83;Sin descripcion
1;3625;102;Sin descripcion
0;2460;85;Fragil
1;3192;77;Sin descripcion
0;3461;32;Sin descripcion
2;930;39;Sin descripcion
2;27;66;Sin descripcion
3;957;17;Fragil
0;2821;23;Sin descripcion
0;1919;36;Fragil
3;2070;61;Fragil
0;1725;68;Sin descripcion
1;1503;100;Sin descripcion
1;2805;87;Sin descripcion
2;772;97;Sin descripcion
0;1876;23;Fragil
1;2628;89;Sin descripcion
3;1572;70;Fragil
0;3362;51;Sin descripcion
0;757;21;Fragil
0;169;73;Fragil
3;965;68;Sin descripcion
3;3548;42;Sin descripcion
4;3467;88;Sin descripcion
2;2734;105;Sin descripcion
1;3655;81;Sin descripcion
1;2648;62;Sin descripcion
2;3571;94;Sin descripcion
3;3310;72;Fragil
3;3330;26;Fragil
2;3183;100;Sin descripcion
2;2887;103;Fragil
0;2615;109;Sin descripcion
0;1798;74;Sin descripcion
0;3450;26;Fragil
3;3670;108;Sin descripcion
0;2131;71;Sin descripcion
2;3513;38;Sin descripcion
1;3724;83;Sin descripcion
0;1007;103;Fragil
1;1533;93;Sin descripcion
0;277;47;Fragil
3;3077;24;Sin descripcion
2;1523;50;Fragil
0;1933;67;Fragil
0;1155;107;Fragil
1;737;61;Sin descripcion
1;14;79;Sin descripcion
0;879;20;Sin descripcion
0;3366;60;Fragil
4;3367;62;Fragil
3;3004;94;Fragil
2;1723;84;Sin descripcion
1;2004;77;Sin descripcion
0;1746;88;Fragil
4;2576;22;Fragil
0;3226;96;Sin descripcion
3;3634;71;Fragil
1;3580;39;Fragil
1;2126;11;Fragil
2;2969;23;Fragil
0;812;109;Sin descripcion
0;260;16;Fragil
1;666;102;Fragil
0;2609;93;Fragil
0;1350;54;Sin descripcion
2;1238;108;Sin descripcion
4;474;25;Fragil
2;3031;22;Sin descripcion
1;3286;12;Fragil
2;1343;87;Sin descripcion
4;3456;39;Fragil
0;3517;41;Sin descripcion
0;501;100;Fragil
0;426;93;Fragil
2;2178;69;Sin descripcion
2;3399;52;Fragil
0;1505;86;Fragil
1;1723;104;Sin descripcion
1;1398;31;Fragil
2;2607;81;Fragil
1;3307;80;Fragil
1;3029;69;Fragil
4;2687;12;Fragil
1;1239;12;Sin descripcion
1;33;14;Sin descripcion
3;3368;106;Fragil
0;1565;101;Fragil
0;1889;13;Sin descripcion
0;3700;45;Sin descripcion
2;2190;51;Sin descripcion
1;23;22;Fragil
0;67;43;Fragil
2;3103;12;Fragil
3;2462;75;Fragil
3;3355;94;Fragil
0;2213;53;Fragil
0;873;60;Sin descripcion
1;3700;90;Fragil
2;1002;36;Sin descripcion
0;231;49;Sin descripcion
2;1817;37;Sin descripcion
0;3402;81;Fragil
2;3198;56;Sin descripcion
0;1700;99;Fragil
3;275;45;Sin descripcion
0;233;57;Sin descripcion
2;3639;41;Sin descripcion
1;3561;13;Sin descripcion
2;703;75;Sin descripcion
1;3139;17;Sin descripcion
3;76;50;Fragil
1;465;76;Sin descripcion
2;256;74;Sin descripcion
3;539;56;Fragil
0;621;109;Sin descripcion
3;3609;86;Sin descripcion
1;3006;49;Fragil
2;101;28;Sin descripcion
0;3369;41;Sin descripcion
0;2010;53;Fragil
2;1157;66;Fragil
0;2109;16;Sin descripcion
0;223;96;Fragil
3;3617;34;Sin descripcion
0;3366;60;Fragil
3;3009;49;Fragil
0;1419;94;Fragil
0;2426;14;Fragil
0;3109;27;Sin descripcion
2;2970;97;Fragil
2;3547;44;Fragil
0;681;34;Fragil
1;1472;98;Sin descripcion
3;1252;51;Fragil
2;3336;103;Fragil
4;530;23;Fragil
3;3489;19;Fragil
0;3502;104;Sin descripcion
0;1637;95;Fragil
4;907;88;Fragil
1;3354;40;Fragil
0;2870;10;Fragil
2;3631;102;Fragil
0;3708;95;Fragil
0;3675;67;Fragil
0;2433;29;Fragil
0;1576;74;Fragil
1;638;31;Fragil
1;3234;86;Fragil
0;2262;93;Fragil
0;280;99;Sin descripcion
4;1376;71;Fragil
0;462;56;Fragil
0;3345;63;Fragil
2;3169;76;Sin descripcion
1;3000;105;Sin descripcion
3;3052;107;Sin descripcion
2;455;57;Fragil
2;1754;65;Sin descripcion
0;747;47;Fragil
1;3334;63;Fragil
1;255;19;Sin descripcion
0;600;11;Fragil
1;2368;21;Fragil
2;3518;26;Sin descripcion
3;3181;71;Fragil
1;2456;49;Fragil
4;1508;21;Fragil
3;560;63;Sin descripcion
3;3226;37;Fragil
1;1837;103;Sin descripcion
2;77;80;Sin descripcion
1;3615;11;Fragil
0;3446;86;Sin descripcion
1;205;15;Fragil
1;1500;69;Fragil
3;1837;81;Sin descripcion
0;3087;52;Fragil
1;1790;99;Sin descripcion
2;3229;62;Sin descripcion
0;3603;14;Fragil
3;600;39;Sin descripcion
1;292;92;Sin descripcion
0;3303;86;Fragil
2;1927;57;Fragil
0;1250;105;Fragil
2;1019;17;Fragil
1;3009;49;Fragil
1;2980;10;Fragil
3;2784;41;Sin descripcion
2;3205;88;Fragil
1;890;33;Sin descripcion
1;2955;102;Fragil
1;2174;79;Sin descripcion
0;3668;94;Fragil
1;1096;71;Fragil
0;3301;64;Sin descripcion
2;3026;69;Fragil
3;3009;49;Fragil
3;491;24;Sin descripcion
2;42;76;Fragil
3;3207;64;Fragil
1;3002;68;Sin descripcion
1;3264;13;Sin descripcion
2;754;71;Fragil
3;3579;69;Sin descripcion
0;3494;21;Sin descripcion
1;3390;60;Fragil
0;1566;85;Fragil
1;1421;51;Sin descripcion
4;2633;45;Sin descripcion
0;295;102;Fragil
1;2074;100;Sin descripcion
0;3706;38;Fragil
2;3451;43;Sin descripcion
2;2339;17;Fragil
1;3417;102;Fragil
0;3638;99;Fragil
4;2724;89;Sin descripcion
1;1208;100;Sin descripcion
4;2343;105;Sin descripcion
1;2562;54;Sin descripcion
1;872;10;Fragil
1;164;66;Sin descripcion
1;2418;21;Fragil
1;3469;60;Sin descripcion
3;2658;16;Sin descripcion
0;2484;19;Sin descripcion
1;1595;104;Fragil
4;738;18;Fragil
3;411;12;Sin descripcion
0;3683;10;Sin descripcion
1;2496;62;Sin descripcion
0;19;85;Fragil
1;1705;48;Fragil
2;3688;86;Fragil
4;1957;25;Sin descripcion
0;3487;79;Sin descripcion
2;1841;13;Fragil
1;547;86;Fragil
2;3128;57;Sin descripcion
1;1789;103;Sin descripcion
1;1898;22;Fragil
0;2052;74;Fragil
1;219;29;Sin descripcion
1;1932;58;Sin descripcion
2;332;86;Fragil
1;3656;64;Fragil
0;863;68;Fragil
1;1234;31;Fragil
1;3160;50;Sin descripcion
0;3173;17;Sin descripcion
4;2815;104;Fragil
2;2950;88;Sin descripcion
2;3378;26;Sin descripcion
0;1269;64;Sin descripcion
0;84;46;Fragil
0;598;55;Sin descripcion
1;426;35;Sin descripcion
0;2649;59;Fragil
0;3544;55;Fragil
0;2498;12;Sin descripcion
1;557;96;Fragil
4;485;49;Sin descripcion
1;2590;106;Sin descripcion
3;1191;64;Fragil
3;2116;14;Fragil
4;3427;32;Sin descripcion
4;856;56;Sin descripcion
0;653;58;Fragil
3;3391;14;Fragil
2;963;72;Fragil
0;2765;66;Fragil
3;3297;11;Fragil
2;3416;15;Sin descripcion
1;658;55;Sin descripcion
2;260;105;Sin descripcion
2;2381;35;Sin descripcion
0;2203;94;Sin descripcion
1;911;45;Sin descripcion
0;435;31;Fragil
1;3441;17;Fragil
1;1176;54;Sin descripcion
0;3009;23;Sin descripcion
0;558;24;Sin descripcion
1;2262;24;Fragil
3;1031;81;Fragil
2;2368;70;Fragil
0;3584;62;Fragil
0;3034;68;Fragil
1;3026;34;Sin descripcion
2;3302;43;Sin descripcion
3;683;63;Fragil
2;3674;62;Sin descripcion
0;2592;20;Sin descripcion
1;1727;36;Fragil
2;3245;80;Fragil
2;2812;30;Sin descripcion
0;3012;67;Fragil
1;3350;93;Sin descripcion
1;3025;38;Fragil
1;1051;19;Fragil
0;3089;48;Fragil
1;1863;22;Fragil
4;1703;81;Sin descripcion
3;679;28;Sin descripcion
0;1997;39;Fragil
2;1088;30;Fragil
4;2924;62;Fragil
0;2335;76;Fragil
2;33;52;Fragil
1;1057;108;Sin descripcion
1;3591;18;Sin descripcion
1;3121;102;Fragil
2;3013;38;Sin descripcion
2;1479;84;Sin descripcion
2;3463;67;Sin descripcion
1;3052;97;Sin descripcion
0;1994;30;Fragil
2;3436;26;Sin descripcion
1;2825;21;Sin descripcion
4;3509;24;Sin descripcion
3;3509;46;Fragil
0;3239;64;Fragil
0;1158;98;Sin descripcion
4;3283;48;Sin descripcion
0;1068;65;Sin descripcion
2;97;107;Fragil
0;1232;70;Sin descripcion
1;741;95;Fragil
3;282;74;Sin descripcion
0;2607;32;Sin descripcion
2;547;73;Sin descripcion
4;1498;50;Fragil
2;3577;36;Fragil
2;1529;59;Fragil
3;222;31;Sin descripcion
2;1706;28;Sin descripcion
